user_id,intent_score,recency,frequency,monetary,treatment,conversion,user_type
99,0.3021767771601733,93.48718077673573,2,21.511548992934987,0,0,lost_cause
100,0.5569872700428408,3.2938281990691087,3,233.34210843769762,0,0,lost_cause
101,0.6946043850954442,37.35554437347358,7,145.52311600266896,0,0,persuadable
102,0.16486384687817535,2.839001609601276,4,82.02198228305333,0,0,lost_cause
103,0.21838735107566895,23.979928796237015,2,96.38312786287383,1,1,persuadable
104,0.4250004583847626,2.2795707172347663,3,122.7464585901872,1,1,sure_thing
105,0.5515693045305845,34.48525910620586,0,199.41763177490128,0,1,sleeping_dog
106,0.14548606825099858,38.0355086868705,1,17.466383087590422,0,0,persuadable
107,0.42132945166762464,5.378711925584972,7,129.7329412981714,0,0,lost_cause
108,0.7453464551166316,0.37004507100567396,6,89.46876406665746,0,0,lost_cause
109,0.4366295599033934,1.9376286213845604,3,95.56358379292989,1,1,sure_thing
110,0.481480436512376,16.578058210691108,3,225.68658617879777,0,0,lost_cause
111,0.9036517748514703,19.779009626170776,3,159.13477750855606,1,1,sure_thing
112,0.5198543481645181,6.960725518194934,2,26.687895596788962,0,1,sure_thing
113,0.5756879999180802,41.8328095243237,4,268.65977870725055,1,1,sure_thing
114,0.7126842222054288,9.911883934084825,2,69.42464646278258,1,1,persuadable
115,0.538274886466736,79.26789324555727,3,76.02094276017279,1,0,lost_cause
116,0.3509512010005302,10.95350617090162,3,286.70593873911906,1,1,sure_thing
117,0.5683036185337237,10.147507284649631,5,162.32467001944062,0,0,persuadable
118,0.4605658536024871,25.24847725916514,2,326.72272842663887,0,1,sure_thing
119,0.3952505261289508,98.44399792253938,5,80.05710640469287,0,1,sure_thing
120,0.597831709634823,5.7360570989118305,2,119.041905596048,1,1,persuadable
121,0.058290656337154585,41.7638078454051,6,125.06576248835208,1,0,lost_cause
122,0.4358174215836717,4.258413531612259,2,121.78444989451025,0,0,lost_cause
123,0.45343553081579874,11.055324381717794,3,44.125710331949676,1,0,lost_cause
124,0.42049853575140816,11.579716320202095,4,135.8098989611471,0,1,sure_thing
125,0.3371965143398212,53.40464330538372,2,137.24455064034734,0,1,sleeping_dog
126,0.3320200896781813,22.688239480703928,7,20.018724652398888,1,1,sure_thing
127,0.23266144191363325,0.6389982557679972,1,112.29834505832909,0,0,lost_cause
128,0.47998810108485535,44.471441457525664,2,245.78724986721997,0,1,sure_thing
129,0.33461732161003616,16.21835774017797,3,262.3137434430095,1,1,sure_thing
130,0.05888296127322131,71.26239088584805,1,148.72952283111806,1,0,lost_cause
131,0.6278194201054115,6.664582941692877,0,62.95284715459532,1,1,sure_thing
132,0.5922829853051428,10.681148717186197,2,47.028593967114475,0,0,persuadable
133,0.4476761362572714,17.488709319333516,1,108.41581719643472,0,0,lost_cause
134,0.2912344947673641,25.995469006722473,4,46.187204848713826,1,1,persuadable
135,0.5116162893355949,12.251868915595857,2,87.67707863385031,1,1,persuadable
136,0.4003792810799149,87.08076628671101,2,121.04148221285615,0,0,lost_cause
137,0.1977819049779795,3.255352989051776,2,100.69581688520944,1,0,lost_cause
138,0.2976371744412746,4.5079176144129205,3,145.10771613590512,1,1,sure_thing
139,0.19156869001360077,0.022803808081429115,1,48.725026286141535,1,0,lost_cause
140,0.33858331455993185,35.989402536840856,2,197.03346382085684,1,0,sleeping_dog
141,0.24841831904081454,19.749262754210395,6,169.43974332354293,0,0,lost_cause
142,0.695826806671469,87.14251897611605,8,48.939550834424026,1,1,sure_thing
143,0.3458209782705466,73.09261982396659,7,20.370076395952964,0,1,sure_thing
144,0.09750986604259232,3.5212595463618825,4,15.26918587973259,0,0,lost_cause
145,0.4704626308293391,26.702461346789555,3,82.58722638206154,0,1,sure_thing
146,0.5335382216345126,178.4233525860912,5,79.4517462630347,0,0,lost_cause
147,0.6168932349595487,11.289131728004175,6,55.930451356134036,1,0,lost_cause
148,0.20682689844134652,38.055178261655605,4,205.34699927037948,1,0,lost_cause
149,0.4301727227005475,19.587858671800586,4,17.078744792068164,0,1,sure_thing
150,0.11290129090904626,60.900590369720035,1,157.9494349883631,0,0,lost_cause
151,0.07067335144027433,0.037642158518087325,1,65.48585587519644,1,1,persuadable
152,0.4805856994221904,7.627710076250756,1,53.08392516224887,0,1,sure_thing
153,0.32741463657615105,13.423231080338207,6,110.77959720081205,0,0,persuadable
154,0.7803804399064437,96.11873578650882,4,82.98861772384684,1,1,sure_thing
155,0.23977865786534877,0.5951087715601344,5,54.41328828653518,1,0,sleeping_dog
156,0.4259278855966748,48.471283750638314,2,166.2594406607033,1,0,lost_cause
157,0.4913928300432602,0.06949513132487876,3,131.53686520536766,0,1,sure_thing
158,0.2343568725202119,50.24193119606933,4,80.241946013219,1,0,sleeping_dog
159,0.43210003213283704,1.6954230014497436,4,26.366899198935585,1,0,lost_cause
160,0.283859006179423,9.985976966474672,4,29.935296449989874,1,1,persuadable
161,0.5596199620070276,27.881771051573796,4,80.16627252489678,0,1,sleeping_dog
162,0.3888109385713768,5.191724728724154,4,49.97830224848748,1,0,lost_cause
163,0.2310814481870152,4.384397180685575,1,135.1904743549082,1,0,lost_cause
164,0.2915406911204751,42.813989950954245,4,154.33494813279208,0,0,lost_cause
165,0.2444292167655623,23.069300631524342,4,53.86079317006063,0,0,lost_cause
166,0.23082766993021317,25.092644083217593,0,105.81705133377164,0,0,lost_cause
167,0.3847994399955793,28.304971897367487,3,76.90756995578553,1,1,sure_thing
168,0.34941161962966316,38.94991646184291,2,74.87327432228021,0,0,persuadable
169,0.23094815413950362,27.049853651411013,3,202.88074287846038,1,0,lost_cause
170,0.5011213930245405,39.656369281882284,7,22.303009612633407,0,1,sure_thing
171,0.37780768435037976,84.81880875196345,4,198.6319920823641,1,0,sleeping_dog
172,0.3034126364354454,43.19955379939923,0,143.72495883371718,0,0,lost_cause
173,0.305933703681742,12.529941428583571,5,101.87156219121307,1,1,sure_thing
174,0.23968425638202687,8.716776938002356,1,132.7137625877581,1,1,persuadable
175,0.6989559339771448,63.394661363294006,2,73.00859519436361,1,1,persuadable
176,0.7412223356385561,14.98714532883923,1,51.95003820344824,1,1,sure_thing
177,0.6396798059033914,60.984671856243224,3,37.725012697200846,1,1,sure_thing
178,0.781440161639363,2.3823852663401213,0,146.68528844659554,1,1,persuadable
179,0.3462623694555533,32.399866847650735,6,94.72771219148723,0,0,lost_cause
180,0.5118028089210075,15.457319577269011,6,245.99777343142824,1,1,persuadable
181,0.05698241783516687,7.236056454959885,1,137.57481590682715,0,0,lost_cause
182,0.48691696191631073,31.551541729838764,4,101.84059513525602,1,1,sure_thing
183,0.39600537669142405,5.235267483340937,0,49.97306897811896,1,0,lost_cause
184,0.08465737371050189,15.459200108964652,2,57.30575656357536,1,1,persuadable
185,0.3344843432694975,13.125974551575258,2,46.36521826947374,0,0,lost_cause
186,0.8075870240270632,72.07004427117047,3,112.89079587580173,0,0,persuadable
187,0.20986198522135183,38.440068264974656,5,71.2523161326427,1,1,sure_thing
188,0.6358832908691635,66.01584283191438,3,51.536306947402444,0,0,persuadable
189,0.21317073454127144,41.9932693568406,6,259.66783089986166,1,0,lost_cause
190,0.7047220092874689,5.3306414093409265,3,173.2359863960494,0,1,sleeping_dog
191,0.39816642212069336,19.004487858501157,2,82.03987113789445,0,0,lost_cause
192,0.2573522770740939,2.445314389340913,3,87.69809196801613,1,1,sure_thing
193,0.7962752932762939,3.1684105671382565,4,142.33818507239096,0,1,sure_thing
194,0.21229217283361476,7.160982658968132,4,72.99779639390852,0,0,lost_cause
195,0.4074026450028748,21.187756308893334,5,27.120277390196083,0,1,sleeping_dog
196,0.6066126955810593,21.641350975160407,2,47.86935084245516,1,1,sure_thing
197,0.1179099647289202,37.71046733912674,4,88.7991610825532,1,0,lost_cause
198,0.06764668017771516,7.282970233184454,3,88.02821315286509,1,0,lost_cause
199,0.4289695885399786,20.41154613065492,0,17.622178737639835,0,1,sure_thing
200,0.34491723156561305,45.77110782778024,4,141.23793133108015,0,1,sure_thing
201,0.2508986684543264,21.509399103820346,0,18.85456764397632,0,0,persuadable
202,0.6654945936293819,40.20493028581526,3,34.25727448042422,0,1,sure_thing
203,0.7458515657298121,30.60336485826468,6,149.69974076910418,0,1,sure_thing
204,0.4555486006617903,26.00468170667385,1,69.2148009119571,0,0,persuadable
205,0.5845339537804756,23.423208159276207,4,184.2288062048921,0,1,sure_thing
206,0.42621298362413557,62.54512873170415,2,163.15093801987007,1,1,sure_thing
207,0.5382151817178671,13.59431715196757,2,26.744813973483716,0,1,sure_thing
208,0.33858956397393725,53.261926251805846,5,60.445954708471774,1,1,persuadable
209,0.440318553923619,31.006102063584727,1,50.400766612089555,0,0,persuadable
210,0.21912044666656313,37.38099656016102,2,54.944229804209535,1,0,sleeping_dog
211,0.419941870117239,8.871040668745636,5,48.70151675715131,1,0,lost_cause
212,0.13330073175403234,51.20088809147906,1,32.87599689538797,1,0,lost_cause
213,0.3358837459807157,23.020656596931875,2,172.61340732898068,1,0,lost_cause
214,0.16248318778941218,11.938812447260323,4,35.786559787996616,0,1,sure_thing
215,0.2570486928985267,3.331459792872585,2,67.06549070124824,0,1,sleeping_dog
216,0.5347109579077172,21.786859599793065,4,33.64064114987633,1,1,sure_thing
217,0.4683924367966039,31.42101109773879,2,91.44395260790513,1,1,persuadable
218,0.47456586387518884,1.5162311657622136,1,65.09091338619072,1,1,persuadable
219,0.034580780999547686,7.556643023614027,1,52.47189647327859,0,0,lost_cause
220,0.05375736940677047,21.016309903943675,0,171.695106104957,1,0,lost_cause
221,0.365520055787652,26.41381467032604,2,72.56118619651629,1,1,persuadable
222,0.3464930824701749,9.095904638056842,1,77.8779189049351,0,1,sure_thing
223,0.643873274961375,30.50409392986062,1,17.498389677115252,0,0,lost_cause
224,0.2273248257937942,17.900341700248273,2,87.84460977711456,1,1,sure_thing
225,0.11512029167367686,28.567534719155027,5,135.9917200640278,1,1,sure_thing
226,0.5594483560063879,20.34903117371898,2,41.559851704253035,0,1,sure_thing
227,0.3512669388426165,1.6230131646773216,4,64.92723902083495,0,0,lost_cause
228,0.9437644578657682,64.02029043214243,7,195.42381635478762,1,1,persuadable
229,0.7860978428683115,59.80629467279946,5,51.64894325021506,1,1,sure_thing
230,0.4045380535846201,13.2567304764303,6,121.66222952427827,1,1,sure_thing
231,0.29405886822136745,78.13885918511404,3,68.28613639481918,0,0,lost_cause
232,0.5762852126012951,38.860732789535994,2,173.9804228284862,0,1,sure_thing
233,0.3881007460791499,61.99148317735851,2,100.19612110505724,1,1,sure_thing
234,0.26815170113716463,40.02414110660484,3,45.72556371911984,0,1,sleeping_dog
235,0.7972636578362644,17.150387738923076,0,25.40311567265066,0,1,sure_thing
236,0.1501469461468265,24.821105398072604,1,223.58297024346592,1,0,sleeping_dog
237,0.6531432481751801,12.993850672772696,2,113.23545842062828,0,0,persuadable
238,0.42043725305907725,3.6413718281924115,4,98.40187778157407,1,0,lost_cause
239,0.23089018622496243,13.251920431572213,3,57.92006239238767,0,0,lost_cause
240,0.29647988592765945,31.65903223553206,4,20.89107034152064,1,1,sure_thing
241,0.4846986409130823,34.33875496344069,1,104.00898188598984,1,1,sure_thing
242,0.5707824081158615,15.739458780550015,3,100.67217339205206,1,0,lost_cause
243,0.5453757537128144,1.5500398820955834,4,120.90771899679913,1,1,sure_thing
244,0.35629031841603803,12.580329686204584,3,185.0038176470895,0,0,persuadable
245,0.31421866721213443,67.31935906436463,5,93.96909870716948,1,1,sure_thing
246,0.4520431695610735,30.58704237372333,5,18.35976783264681,0,1,sure_thing
247,0.110604031634715,17.294597715167637,1,127.11513564911317,1,0,lost_cause
248,0.4916470477583969,4.744915097153026,1,228.71246331457712,0,1,sure_thing
249,0.15969369770334438,5.809735623906081,4,75.56865479469914,1,0,lost_cause
250,0.23390923841519767,87.71508614015164,5,72.72403626509771,0,0,persuadable
251,0.7436751128276933,18.36826541446885,6,67.58815702592547,0,0,persuadable
252,0.27902760213658967,33.713520422509696,7,84.59668034009515,0,0,lost_cause
253,0.360335317623137,77.54673676631698,7,103.62702071575485,0,1,sure_thing
254,0.2126074307840741,35.41284461576286,4,120.0192763726928,0,0,lost_cause
255,0.24762448239799117,16.15595117839232,2,50.88663477074543,0,0,lost_cause
256,0.5909612542521665,7.378598570804606,3,53.49128090825541,1,1,sure_thing
257,0.3666201613563699,5.409566876650808,2,4.174871286408681,0,0,lost_cause
258,0.2288674216096708,16.68828665589389,3,18.30844908675901,0,0,lost_cause
259,0.5104319469701359,45.65693095081566,6,62.24183746019805,1,0,sleeping_dog
260,0.6248800012656748,15.503132935114188,2,104.92071609790128,1,1,sure_thing
261,0.16103987028569042,4.48901967553123,2,59.02317761598921,0,1,sure_thing
262,0.346551105897102,50.58510563894509,2,134.98500678124446,0,1,sure_thing
263,0.7604370806950463,1.9488329336247778,4,47.735848215553986,0,1,sure_thing
264,0.3811910024050275,25.927394300333845,1,50.06903807720951,1,1,persuadable
265,0.11547673416177659,37.23187452557727,5,163.94885109935075,1,0,lost_cause
266,0.2212087830093506,6.373324557520455,3,102.44569878439233,1,1,persuadable
267,0.5330622485923309,2.612840361718471,4,149.00826323933387,1,1,sure_thing
268,0.06608457105743727,49.077238586736456,0,105.93806927475573,1,0,sleeping_dog
269,0.7761080178823634,79.96507626853689,2,87.75086714210627,1,1,sure_thing
270,0.6537412528902968,134.4478480618937,5,103.72932161532027,1,0,sleeping_dog
271,0.5724192639900826,33.88357273864666,2,30.531515824943945,1,0,lost_cause
272,0.24616897448812894,4.148132271738149,7,10.690843093028493,1,1,persuadable
273,0.39485991753711086,26.218993981903715,2,27.796626830533377,1,1,persuadable
274,0.49631217796203586,113.72585858254166,2,17.85528790829054,0,1,sure_thing
275,0.2880636023194692,29.744308315151844,0,100.81893271985962,0,0,lost_cause
276,0.7290340080400028,0.30804400004979265,4,166.18211286313453,0,1,sure_thing
277,0.333227295040181,6.984996718882256,2,29.647256077915095,0,0,persuadable
278,0.4622754706380358,5.148872995191768,1,96.40906145825144,1,1,persuadable
279,0.3475360398503913,18.680982121143654,5,207.9326029704821,1,1,sure_thing
280,0.2394224947085829,12.641200886303332,3,143.3529653744176,0,0,persuadable
281,0.6535404385349627,217.796288500065,4,108.62422065485016,0,0,lost_cause
282,0.4615472284357601,9.397151415034388,3,81.9013511855341,0,1,sure_thing
283,0.21220914357710033,50.950492246624364,4,102.49870401787229,1,1,persuadable
284,0.4566679854630674,10.196836815359388,3,90.43284533422408,1,1,sure_thing
285,0.8313394640892706,2.5770765621344123,3,72.44567623742836,0,1,sure_thing
286,0.25447381166967564,15.33259796234162,3,34.738340113141525,0,0,lost_cause
287,0.5124148668006827,15.422572750722882,3,49.70956431318466,1,0,sleeping_dog
288,0.3779805583276658,16.033971146714812,2,97.36237263702846,1,0,lost_cause
289,0.5869326399467444,57.21514441493215,3,157.1402700608507,1,0,lost_cause
290,0.5124003848980923,31.410270983361468,1,30.58275080041497,0,0,persuadable
291,0.3699866100451749,29.28136432724711,1,275.02415383048725,0,1,sleeping_dog
292,0.28699081637435586,17.925027659654592,3,16.54650672937811,1,0,lost_cause
293,0.38531883693631047,20.481782111371324,3,39.36055432673902,0,0,lost_cause
294,0.8963278550600515,0.12064629812723551,2,100.30556813933387,1,1,sure_thing
295,0.16830944207225634,5.6512991171979845,1,127.14413787191027,1,0,lost_cause
296,0.6747546576338852,4.0827810161584495,0,50.344806990178625,0,1,sure_thing
297,0.44364015153995673,17.390862377959397,2,83.70234351742658,0,0,lost_cause
298,0.42765667475779084,33.670441064328436,4,72.35892746235594,1,1,sure_thing
299,0.2692205913576875,46.62326002327268,2,62.94277658823295,1,0,lost_cause
300,0.23174941421424633,83.67735615747297,3,38.83542244610127,0,0,lost_cause
301,0.35094072620397015,50.15709454954622,2,98.63338957229224,1,0,sleeping_dog
302,0.225031803874865,3.004993757065641,4,102.37915535970663,0,0,lost_cause
303,0.25413200661549384,48.21305702033006,1,81.56961621899545,1,0,lost_cause
304,0.5886752074553807,44.57303088053435,2,135.18701924636682,1,0,sleeping_dog
305,0.1881443517727865,4.349459453831608,4,98.4549344687696,0,0,persuadable
306,0.6895982173635227,36.61852879355844,3,44.75710208462105,1,1,sure_thing
307,0.2204356965122871,32.79810124002402,3,209.517064948155,1,1,sure_thing
308,0.12591066977474716,35.111062449794034,7,116.59312700572902,1,1,sure_thing
309,0.10954445304326209,1.5811128509694978,1,64.56620066259963,0,0,persuadable
310,0.11798346542424808,15.180376820226336,2,57.32658235142243,1,0,lost_cause
311,0.1428527419106613,32.47109809969311,1,56.5730683432019,1,0,lost_cause
312,0.5107623690813075,6.03752221269806,1,32.75926449577411,0,1,sure_thing
313,0.9057627631564056,4.066583280747771,1,48.48546290842381,0,0,persuadable
314,0.34436578528922457,0.3469320889419916,3,90.45165688024987,1,1,persuadable
315,0.8000823280828457,39.51878573284253,4,119.27088067133344,1,1,persuadable
316,0.3711485028345457,33.297695032291315,2,192.81162825492697,0,0,persuadable
317,0.6303251941950615,4.975855635865018,2,65.4762868180821,1,1,persuadable
318,0.16785064918134038,22.615852842632485,6,96.56997460567867,0,1,sleeping_dog
319,0.5036315745063019,12.90372300743053,4,95.07457128528326,1,1,sure_thing
320,0.37385695052694023,18.936946193240047,5,48.04546484350759,0,1,sure_thing
321,0.30977504666871647,57.61764730865032,5,111.66577647155214,0,0,lost_cause
322,0.2794281859081512,5.36297071647262,3,24.894278103023744,1,0,lost_cause
323,0.36009003639624315,10.69708793615804,5,75.66979168846628,1,0,lost_cause
324,0.2322694038730149,6.666420857085555,2,64.97649328831042,0,0,lost_cause
325,0.4813619170815214,0.2791245709373365,1,50.879482236222785,1,1,sure_thing
326,0.5370581267755918,180.68391556275085,7,102.3239761045832,1,0,lost_cause
327,0.13831869107692296,23.886343999751436,5,193.4539164623611,1,0,lost_cause
328,0.3123281519375835,7.989047537606451,3,146.82687937014657,0,0,persuadable
329,0.17852357517002276,5.841720675686812,2,93.5219358627545,0,0,lost_cause
330,0.5668539157588216,38.5664297539627,3,139.33815078163482,1,1,sure_thing
331,0.510665060226374,38.33852700669779,2,231.95991603953888,1,1,sure_thing
332,0.6376365883128506,72.66100594811785,5,45.3352008862703,0,1,sure_thing
333,0.8939555601125876,136.63342481880093,4,75.23434799959459,0,1,sure_thing
334,0.5525137656039188,12.700230539850965,5,109.82419217433466,0,0,lost_cause
335,0.5345970409105918,15.184250865441136,6,115.92982716982034,0,1,sure_thing
336,0.5822268592714891,37.20785478696003,4,65.79317063421314,1,0,lost_cause
337,0.2654591864624982,29.353108834037425,5,94.74700018808528,0,0,lost_cause
338,0.6845514730614375,62.25854611888116,3,68.52802573988346,1,1,sure_thing
339,0.6038979826590672,37.62943373573921,2,78.92963379750205,1,0,lost_cause
340,0.38152739872396346,12.991278622920214,2,18.267433360785287,0,0,lost_cause
341,0.4170773373582505,26.054709242028274,2,193.27789820135933,1,1,sure_thing
342,0.46787231202354157,24.204918402146987,3,14.649637905979276,0,0,lost_cause
343,0.6072876885794917,54.82236364346563,4,54.14086989757077,0,1,sure_thing
344,0.7706860576388332,2.35044912041768,3,119.31716584602891,0,1,sure_thing
345,0.8614800418885923,24.91138176502406,2,158.83118879180256,1,1,sure_thing
346,0.17518320095219866,38.00376057911873,6,67.76679952523452,0,0,lost_cause
347,0.3987918128687639,21.227389077326798,5,129.17744163641518,1,0,lost_cause
348,0.268053400030464,32.6181253273272,3,76.28238424322369,0,1,sleeping_dog
349,0.19747340003791491,8.720327705584978,2,101.03318647768353,0,0,lost_cause
350,0.06271601849796117,52.138976749183804,3,56.3184459226283,1,0,sleeping_dog
351,0.05623789592479692,3.601065127442433,3,120.65867943948274,1,0,lost_cause
352,0.18749830850191362,64.2088061491579,0,29.576658404721236,1,1,sure_thing
353,0.03698206893670896,17.34853028603298,5,269.11478670339324,0,0,lost_cause
354,0.1875541482364936,15.061505280487573,4,48.72852412292623,0,0,lost_cause
355,0.6532235439967864,9.853965582987247,3,32.66507892439057,0,1,sure_thing
356,0.22568577743932178,60.657785547768114,6,80.14364181434821,1,0,lost_cause
